player_id,playstyle,tier,game_version
73599,Quick Step,base,FC26
73599,Technical,base,FC26
73718,Whipped Pass,base,FC26
73846,Long Throw,base,FC26
73846,Slide Tackle,base,FC26
73846,Whipped Pass,base,FC26
73903,Acrobatic,base,FC26
73949,Enforcer,base,FC26
73964,Pinged Pass,base,FC26
73964,Power Shot,base,FC26
74067,Aerial Fortress,base,FC26
74136,Anticipate,base,FC26
74209,Dead Ball,base,FC26
74209,Whipped Pass,base,FC26
74233,Press Proven,base,FC26
74326,Quick Step,base,FC26
74328,Precision Header,base,FC26
74349,Quick Step,base,FC26
74351,Quick Step,base,FC26
74355,Quick Step,base,FC26
74359,Intercept,base,FC26
74406,Inventive,base,FC26
74431,Aerial Fortress,base,FC26
74431,Gamechanger,base,FC26
74431,Quick Step,base,FC26
74431,Rapid,base,FC26
74448,Block,base,FC26
74502,Jockey,base,FC26
74520,Slide Tackle,base,FC26
74536,Slide Tackle,base,FC26
74697,Aerial Fortress,base,FC26
74742,Rapid,base,FC26
74774,Aerial Fortress,base,FC26
74774,Press Proven,base,FC26
74862,Intercept,base,FC26
74862,Long Ball Pass,base,FC26
74862,Technical,base,FC26
74865,Precision Header,base,FC26
74866,Press Proven,base,FC26
74871,Bruiser,base,FC26
74879,Quick Step,base,FC26
74881,Aerial Fortress,base,FC26
74896,Bruiser,base,FC26
74896,Finesse Shot,base,FC26
74896,Power Shot,base,FC26
74896,Press Proven,base,FC26
74913,Technical,base,FC26
74913,Trickster,base,FC26
74921,Quick Step,base,FC26
74956,Press Proven,base,FC26
74956,Quick Step,base,FC26
74965,Bruiser,base,FC26
74980,Quick Step,base,FC26
75112,Precision Header,base,FC26
75343,Dead Ball,base,FC26
75519,Rapid,base,FC26
75598,Enforcer,base,FC26
75690,Enforcer,base,FC26
76313,Technical,base,FC26
76579,Enforcer,base,FC26
76687,Finesse Shot,base,FC26
76687,Inventive,base,FC26
76687,Quick Step,base,FC26
76687,Technical,base,FC26
76846,Enforcer,base,FC26
76863,Enforcer,base,FC26
76944,First Touch,base,FC26
76944,Inventive,base,FC26
76944,Technical,base,FC26
76945,Enforcer,base,FC26
77104,Quick Step,base,FC26
77152,Inventive,base,FC26
77163,Long Throw,base,FC26
77179,Power Shot,base,FC26
77179,Press Proven,base,FC26
77574,Relentless,base,FC26
77637,Relentless,base,FC26
77882,Aerial Fortress,base,FC26
77883,Whipped Pass,base,FC26
78063,Inventive,base,FC26
78261,First Touch,base,FC26
78340,Bruiser,base,FC26
78349,Rapid,base,FC26
78407,Precision Header,base,FC26
78414,Press Proven,base,FC26
78423,Finesse Shot,base,FC26
78423,Press Proven,base,FC26
78423,Tiki Taka,base,FC26
78426,Rapid,base,FC26
79002,Enforcer,base,FC26
79002,Precision Header,base,FC26
79007,Rapid,base,FC26
79082,Power Shot,base,FC26
79101,Inventive,base,FC26
79107,Finesse Shot,base,FC26
79107,Incisive Pass,base,FC26
79207,Acrobatic,base,FC26
79321,Enforcer,base,FC26
79338,Power Shot,base,FC26
79338,Technical,base,FC26
79402,Enforcer,base,FC26
79402,Precision Header,base,FC26
79746,Press Proven,base,FC26
79755,Finesse Shot,base,FC26
79755,Precision Header,base,FC26
80136,Enforcer,base,FC26
80170,Quick Step,base,FC26
80376,Quick Step,base,FC26
80376,Technical,base,FC26
132740,Footwork,base,FC26
142962,Footwork,base,FC26
143121,First Touch,base,FC26
143121,Incisive Pass,base,FC26
146296,Far Throw,base,FC26
146296,Rush Out,base,FC26
146562,Incisive Pass,base,FC26
146562,Inventive,base,FC26
146562,Long Ball Pass,base,FC26
146562,Technical,base,FC26
146562,Tiki Taka,base,FC26
146947,Aerial Fortress,base,FC26
146947,Bruiser,base,FC26
146952,Cross Claimer,base,FC26
150516,Dead Ball,base,FC26
150516,First Touch,base,FC26
150516,Gamechanger,base,FC26
150516,Power Shot,base,FC26
150525,Gamechanger,base,FC26
150525,Precision Header,base,FC26
152908,Jockey,base,FC26
153048,Dead Ball,base,FC26
153048,Incisive Pass,base,FC26
153048,Inventive,base,FC26
153060,Aerial Fortress,base,FC26
153060,Long Ball Pass,base,FC26
155355,First Touch,base,FC26
155355,Incisive Pass,base,FC26
155355,Tiki Taka,base,FC26
157407,Long Ball Pass,base,FC26
158023,Dead Ball,base,FC26
158023,Finesse Shot,base,FC26
158023,Gamechanger,base,FC26
158023,Incisive Pass,base,FC26
158023,Quick Step,base,FC26
158023,Technical,base,FC26
158023,Tiki Taka,plus,FC26
158625,Aerial Fortress,base,FC26
158625,Anticipate,base,FC26
158625,Block,base,FC26
158625,Bruiser,base,FC26
158625,Intercept,base,FC26
158784,Far Throw,base,FC26
162220,Cross Claimer,base,FC26
162220,Far Throw,base,FC26
162220,Footwork,base,FC26
162328,Cross Claimer,base,FC26
162347,Aerial Fortress,base,FC26
162347,Anticipate,base,FC26
162347,Gamechanger,base,FC26
162347,Inventive,base,FC26
162347,Precision Header,base,FC26
163264,Far Throw,base,FC26
163587,Deflector,base,FC26
163587,Footwork,base,FC26
163587,Long Ball Pass,base,FC26
163600,Cross Claimer,base,FC26
163600,Far Throw,base,FC26
164484,Cross Claimer,base,FC26
164505,Far Throw,base,FC26
164505,Footwork,base,FC26
164505,Long Ball Pass,base,FC26
165153,Finesse Shot,base,FC26
165153,First Touch,base,FC26
165153,Gamechanger,base,FC26
165153,Incisive Pass,base,FC26
165153,Relentless,base,FC26
165153,Low Driven Shot,plus,FC26
166539,Technical,base,FC26
166764,Cross Claimer,base,FC26
166764,Far Throw,base,FC26
166764,Footwork,base,FC26
166963,Far Throw,base,FC26
167435,Cross Claimer,base,FC26
167435,Long Ball Pass,base,FC26
167495,Far Throw,base,FC26
167495,Long Ball Pass,base,FC26
167495,Pinged Pass,plus,FC26
167512,Chip Shot,base,FC26
167512,Finesse Shot,base,FC26
167512,Precision Header,base,FC26
167948,Deflector,base,FC26
169115,Intercept,base,FC26
169115,Long Ball Pass,base,FC26
169498,Precision Header,base,FC26
169708,Bruiser,base,FC26
169708,Slide Tackle,base,FC26
169798,Cross Claimer,base,FC26
169798,Far Reach,base,FC26
171791,Aerial Fortress,base,FC26
171791,Slide Tackle,base,FC26
171923,Precision Header,base,FC26
172522,Dead Ball,base,FC26
172522,Intercept,base,FC26
172522,Long Ball Pass,base,FC26
172522,Pinged Pass,base,FC26
172522,Power Shot,base,FC26
172522,Slide Tackle,base,FC26
172553,Cross Claimer,base,FC26
172553,Far Throw,base,FC26
172553,Long Ball Pass,base,FC26
172723,Rush Out,base,FC26
173030,Gamechanger,base,FC26
173030,Inventive,base,FC26
173030,Tiki Taka,base,FC26
173373,Cross Claimer,base,FC26
173373,Deflector,base,FC26
173373,Far Throw,base,FC26
173426,Cross Claimer,base,FC26
173426,Footwork,base,FC26
173426,Long Ball Pass,base,FC26
173671,Bruiser,base,FC26
173734,Bruiser,base,FC26
173895,Footwork,base,FC26
175254,Enforcer,base,FC26
176048,Enforcer,base,FC26
176048,Precision Header,base,FC26
176094,Far Throw,base,FC26
176137,Precision Header,base,FC26
176246,Rapid,base,FC26
176580,Enforcer,base,FC26
176580,Gamechanger,base,FC26
176930,Pinged Pass,base,FC26
176930,Press Proven,base,FC26
176930,Tiki Taka,base,FC26
176994,Footwork,base,FC26
176994,Long Ball Pass,base,FC26
177003,Incisive Pass,base,FC26
177003,Long Ball Pass,base,FC26
177003,Technical,base,FC26
177003,Whipped Pass,base,FC26
177279,Relentless,base,FC26
177373,Aerial Fortress,base,FC26
177373,Slide Tackle,base,FC26
177413,Bruiser,base,FC26
177448,Bruiser,base,FC26
177448,Intercept,base,FC26
177448,Slide Tackle,base,FC26
177683,Far Reach,plus,FC26
177790,Aerial Fortress,base,FC26
177790,Long Throw,base,FC26
177922,First Touch,base,FC26
177922,Gamechanger,base,FC26
177922,Incisive Pass,base,FC26
177922,Inventive,base,FC26
177922,Low Driven Shot,base,FC26
178363,Cross Claimer,base,FC26
178363,Footwork,base,FC26
178509,Aerial Fortress,base,FC26
178509,Enforcer,base,FC26
178509,Gamechanger,base,FC26
178509,Precision Header,base,FC26
178562,Incisive Pass,base,FC26
178562,Inventive,base,FC26
178562,Long Ball Pass,base,FC26
178562,Press Proven,base,FC26
178562,Whipped Pass,base,FC26
178566,Far Throw,base,FC26
179543,Long Throw,base,FC26
179636,Whipped Pass,base,FC26
179746,Enforcer,base,FC26
179746,Precision Header,base,FC26
179752,Enforcer,base,FC26
179752,Precision Header,base,FC26
179752,Press Proven,base,FC26
179789,Anticipate,base,FC26
179947,Enforcer,base,FC26
179947,Precision Header,base,FC26
180283,Incisive Pass,base,FC26
180283,Long Ball Pass,base,FC26
180283,Pinged Pass,base,FC26
180283,Press Proven,base,FC26
180818,Finesse Shot,base,FC26
180818,First Touch,base,FC26
180818,Incisive Pass,base,FC26
180818,Low Driven Shot,base,FC26
180818,Technical,base,FC26
180903,Dead Ball,base,FC26
180903,Intercept,base,FC26
180903,Press Proven,base,FC26
180903,Relentless,base,FC26
180930,Finesse Shot,base,FC26
180930,Incisive Pass,base,FC26
180930,Low Driven Shot,base,FC26
180930,Technical,base,FC26
181291,Aerial Fortress,base,FC26
181291,Precision Header,base,FC26
181318,Aerial Fortress,base,FC26
181458,Dead Ball,base,FC26
181458,Gamechanger,base,FC26
181458,Inventive,base,FC26
181458,Whipped Pass,base,FC26
181468,Footwork,base,FC26
181872,Slide Tackle,base,FC26
182091,Low Driven Shot,base,FC26
182091,Rapid,base,FC26
182156,Slide Tackle,base,FC26
182206,Far Throw,base,FC26
182224,Far Throw,base,FC26
182224,Rush Out,base,FC26
182409,Block,base,FC26
182494,Cross Claimer,base,FC26
182494,Far Throw,base,FC26
182494,Long Ball Pass,base,FC26
182494,Rush Out,base,FC26
182520,Far Throw,base,FC26
182520,Long Ball Pass,base,FC26
182520,Rush Out,base,FC26
182896,Long Throw,base,FC26
183244,Cross Claimer,base,FC26
183244,Far Throw,base,FC26
183244,Footwork,base,FC26
183256,Aerial Fortress,base,FC26
183256,Dead Ball,base,FC26
183394,Aerial Fortress,base,FC26
183512,Slide Tackle,base,FC26
183540,Dead Ball,base,FC26
183540,Intercept,base,FC26
183540,Long Ball Pass,base,FC26
183540,Slide Tackle,base,FC26
183544,Technical,base,FC26
183569,Enforcer,base,FC26
183569,Technical,base,FC26
183711,Anticipate,base,FC26
183711,Incisive Pass,base,FC26
183711,Long Ball Pass,base,FC26
183807,Precision Header,base,FC26
183895,Technical,base,FC26
183895,Tiki Taka,base,FC26
183898,Chip Shot,base,FC26
183898,Finesse Shot,base,FC26
183898,Incisive Pass,base,FC26
183898,Inventive,base,FC26
183898,Long Ball Pass,base,FC26
183898,Technical,base,FC26
183898,Trickster,base,FC26
183966,Slide Tackle,base,FC26
184040,Cross Claimer,base,FC26
184111,Enforcer,base,FC26
184111,Precision Header,base,FC26
184167,Far Throw,base,FC26
184167,Footwork,base,FC26
184167,Long Ball Pass,base,FC26
184457,Precision Header,base,FC26
184901,Press Proven,base,FC26
184941,First Touch,base,FC26
184941,Technical,base,FC26
185068,Dead Ball,base,FC26
185068,Finesse Shot,base,FC26
185068,First Touch,base,FC26
185068,Incisive Pass,base,FC26
185068,Press Proven,base,FC26
185068,Whipped Pass,base,FC26
185122,Footwork,base,FC26
185144,Finesse Shot,base,FC26
185144,Gamechanger,base,FC26
185144,Incisive Pass,base,FC26
185422,Finesse Shot,base,FC26
185422,Rapid,base,FC26
185427,Far Throw,base,FC26
185427,Footwork,base,FC26
186101,Block,base,FC26
186101,Long Ball Pass,base,FC26
186122,Long Throw,base,FC26
186143,Aerial Fortress,base,FC26
186143,Anticipate,base,FC26
186143,Long Ball Pass,base,FC26
186143,Slide Tackle,base,FC26
186146,Enforcer,base,FC26
186148,Deflector,base,FC26
186153,Far Throw,base,FC26
186190,Long Throw,base,FC26
186296,Long Ball Pass,base,FC26
186345,Dead Ball,base,FC26
186345,Long Ball Pass,base,FC26
186345,Long Throw,base,FC26
186345,Whipped Pass,base,FC26
186508,Far Throw,base,FC26
186562,Enforcer,base,FC26
186562,Power Shot,base,FC26
186651,Whipped Pass,base,FC26
186680,Footwork,base,FC26
186695,Intercept,base,FC26
186783,Inventive,base,FC26
186942,First Touch,base,FC26
186942,Press Proven,base,FC26
186942,Tiki Taka,base,FC26
186998,Far Throw,base,FC26
186998,Footwork,base,FC26
187075,Chip Shot,base,FC26
187075,Finesse Shot,base,FC26
187075,Gamechanger,base,FC26
187132,Slide Tackle,base,FC26
187154,Aerial Fortress,base,FC26
187782,Aerial Fortress,base,FC26
187936,Aerial Fortress,base,FC26
187936,Long Ball Pass,base,FC26
187936,Precision Header,base,FC26
188091,Rapid,base,FC26
188154,Press Proven,base,FC26
188335,Enforcer,base,FC26
188335,Precision Header,base,FC26
188350,Chip Shot,base,FC26
188350,Finesse Shot,base,FC26
188350,First Touch,base,FC26
188350,Gamechanger,base,FC26
188377,Jockey,base,FC26
188377,Long Throw,base,FC26
188377,Power Shot,base,FC26
188377,Rapid,base,FC26
188400,Deflector,base,FC26
188400,Footwork,base,FC26
188400,Long Ball Pass,base,FC26
188524,Deflector,base,FC26
188537,Rapid,base,FC26
188538,Precision Header,base,FC26
188545,Finesse Shot,base,FC26
188545,First Touch,base,FC26
188545,Incisive Pass,base,FC26
188545,Low Driven Shot,base,FC26
188545,Power Shot,base,FC26
188545,Precision Header,base,FC26
188545,Chip Shot,plus,FC26
188554,Finesse Shot,base,FC26
188567,Chip Shot,base,FC26
188567,Finesse Shot,base,FC26
188567,Precision Header,base,FC26
188567,Rapid,base,FC26
188782,Precision Header,base,FC26
188803,Finesse Shot,base,FC26
188825,Aerial Fortress,base,FC26
188836,Footwork,base,FC26
188943,Far Throw,base,FC26
188943,Footwork,base,FC26
188968,Rush Out,base,FC26
188989,Long Throw,base,FC26
189021,Deflector,base,FC26
189021,Footwork,base,FC26
189060,Aerial Fortress,base,FC26
189060,Long Ball Pass,base,FC26
189060,Slide Tackle,base,FC26
189117,Far Reach,base,FC26
189117,Far Throw,base,FC26
189146,Far Throw,base,FC26
189153,Inventive,base,FC26
189155,Aerial Fortress,base,FC26
189155,Long Ball Pass,base,FC26
189155,Precision Header,base,FC26
189160,Finesse Shot,base,FC26
189160,Precision Header,base,FC26
189160,Whipped Pass,base,FC26
189221,Long Ball Pass,base,FC26
189221,Long Throw,base,FC26
189250,Enforcer,base,FC26
189271,Slide Tackle,base,FC26
189280,Long Ball Pass,base,FC26
189280,Relentless,base,FC26
189296,Cross Claimer,base,FC26
189303,Press Proven,base,FC26
189332,Anticipate,base,FC26
189332,Jockey,base,FC26
189332,Rapid,base,FC26
189357,Footwork,base,FC26
189462,Dead Ball,base,FC26
189462,Whipped Pass,base,FC26
189505,First Touch,base,FC26
189505,Gamechanger,base,FC26
189505,Incisive Pass,base,FC26
189505,Inventive,base,FC26
189505,Technical,base,FC26
189505,Tiki Taka,base,FC26
189511,Anticipate,base,FC26
189511,Incisive Pass,base,FC26
189511,Long Ball Pass,base,FC26
189511,Press Proven,base,FC26
189513,Aerial Fortress,base,FC26
189513,Long Ball Pass,base,FC26
189513,Pinged Pass,base,FC26
189513,Press Proven,base,FC26
189513,Dead Ball,plus,FC26
189558,Aerial Fortress,base,FC26
189558,Bruiser,base,FC26
189558,Long Ball Pass,base,FC26
189573,Finesse Shot,base,FC26
189573,Low Driven Shot,base,FC26
189596,Precision Header,base,FC26
189805,Aerial Fortress,base,FC26
189805,First Touch,base,FC26
189805,Precision Header,plus,FC26
189808,Precision Header,base,FC26
189860,Intercept,base,FC26
189881,Jockey,base,FC26
189908,Far Throw,base,FC26
190034,Long Ball Pass,base,FC26
190034,Precision Header,base,FC26
190059,Finesse Shot,base,FC26
190059,Gamechanger,base,FC26
190059,Incisive Pass,base,FC26
190059,Technical,base,FC26
190113,Cross Claimer,base,FC26
190113,Far Throw,base,FC26
190113,Footwork,base,FC26
190120,Footwork,base,FC26
190180,Long Throw,base,FC26
190195,Cross Claimer,base,FC26
190195,Footwork,base,FC26
190195,Long Ball Pass,base,FC26
190199,Aerial Fortress,base,FC26
190199,Dead Ball,base,FC26
190199,Intercept,base,FC26
190199,Power Shot,base,FC26
190199,Press Proven,base,FC26
190239,Jockey,base,FC26
190239,Relentless,base,FC26
190240,Intercept,base,FC26
190240,Jockey,base,FC26
190240,Slide Tackle,base,FC26
190243,Far Throw,base,FC26
190243,Long Ball Pass,base,FC26
190276,Aerial Fortress,base,FC26
190276,Block,base,FC26
190276,Long Ball Pass,base,FC26
190362,Finesse Shot,base,FC26
190560,Precision Header,base,FC26
190569,Far Throw,base,FC26
190569,Footwork,base,FC26
190583,Aerial Fortress,base,FC26
190583,Enforcer,base,FC26
190583,Precision Header,base,FC26
190592,Block,base,FC26
190592,Jockey,base,FC26
190620,Long Ball Pass,base,FC26
190620,Long Throw,base,FC26
190633,Bruiser,base,FC26
190633,Slide Tackle,base,FC26
190674,Aerial Fortress,base,FC26
190674,Intercept,base,FC26
190674,Long Ball Pass,base,FC26
190674,Precision Header,base,FC26
190745,Footwork,base,FC26
190765,Dead Ball,base,FC26
190765,Incisive Pass,base,FC26
190765,Long Ball Pass,base,FC26
190765,Whipped Pass,base,FC26
190815,Long Ball Pass,base,FC26
190868,Aerial Fortress,base,FC26
190868,Bruiser,base,FC26
190939,Chip Shot,base,FC26
190939,Precision Header,base,FC26
190941,Footwork,base,FC26
190962,Aerial Fortress,base,FC26
190962,Block,base,FC26
190962,Bruiser,base,FC26
190972,Gamechanger,base,FC26
190972,Inventive,base,FC26
190972,Technical,base,FC26
191058,Block,base,FC26
191058,Long Throw,base,FC26
191083,Aerial Fortress,base,FC26
191083,Precision Header,base,FC26
191153,Cross Claimer,base,FC26
191153,Deflector,base,FC26
191173,Long Ball Pass,base,FC26
191202,Aerial Fortress,base,FC26
191202,Bruiser,base,FC26
191202,Long Ball Pass,base,FC26
191202,Press Proven,base,FC26
191269,Long Ball Pass,base,FC26
191269,Press Proven,base,FC26
191269,Tiki Taka,base,FC26
191390,Slide Tackle,base,FC26
191572,Aerial Fortress,base,FC26
191572,Long Ball Pass,base,FC26
191628,Cross Claimer,base,FC26
191628,Far Throw,base,FC26
191648,Aerial Fortress,base,FC26
191730,Rapid,base,FC26
191740,Press Proven,base,FC26
191740,Relentless,base,FC26
191856,Chip Shot,base,FC26
191856,Enforcer,base,FC26
191856,Finesse Shot,base,FC26
191871,Block,base,FC26
191915,Anticipate,base,FC26
192102,Anticipate,base,FC26
192102,Block,base,FC26
192102,Jockey,base,FC26
192102,Long Throw,base,FC26
192102,Whipped Pass,base,FC26
192119,Far Throw,base,FC26
192119,Rush Out,base,FC26
192119,Cross Claimer,plus,FC26
192123,Aerial Fortress,base,FC26
192123,Enforcer,base,FC26
192123,Precision Header,base,FC26
192126,Gamechanger,base,FC26
192126,Precision Header,base,FC26
192129,Far Throw,base,FC26
192129,Long Ball Pass,base,FC26
192201,Cross Claimer,base,FC26
192231,Relentless,base,FC26
192241,Aerial Fortress,base,FC26
192241,Intercept,base,FC26
192241,Slide Tackle,base,FC26
192250,Bruiser,base,FC26
192318,First Touch,base,FC26
192318,Incisive Pass,base,FC26
192318,Tiki Taka,base,FC26
192318,Inventive,plus,FC26
192319,Long Ball Pass,base,FC26
192342,Incisive Pass,base,FC26
192342,Inventive,base,FC26
192366,Aerial Fortress,base,FC26
192366,Anticipate,base,FC26
192366,Bruiser,base,FC26
192366,Intercept,base,FC26
192366,Jockey,base,FC26
192366,Precision Header,base,FC26
192366,Slide Tackle,base,FC26
192387,Finesse Shot,base,FC26
192387,Power Shot,base,FC26
192387,Press Proven,base,FC26
192448,Footwork,base,FC26
192448,Long Ball Pass,base,FC26
192448,Rush Out,base,FC26
192450,Aerial Fortress,base,FC26
192450,Bruiser,base,FC26
192450,Enforcer,base,FC26
192450,Gamechanger,base,FC26
192450,Precision Header,base,FC26
192450,Press Proven,base,FC26
192451,Dead Ball,base,FC26
192451,Inventive,base,FC26
192451,Technical,base,FC26
192505,Enforcer,base,FC26
192505,Incisive Pass,base,FC26
192505,Low Driven Shot,base,FC26
192505,Power Shot,base,FC26
192505,Press Proven,base,FC26
192559,Block,base,FC26
192559,Long Throw,base,FC26
192563,Footwork,base,FC26
192563,Rush Out,base,FC26
192567,Aerial Fortress,base,FC26
192622,Aerial Fortress,base,FC26
192622,Precision Header,base,FC26
192629,Chip Shot,base,FC26
192629,Dead Ball,base,FC26
192629,Finesse Shot,base,FC26
192629,Incisive Pass,base,FC26
192629,Low Driven Shot,base,FC26
192636,Intercept,base,FC26
